課碼,系所,課程標題,授課教師,課程類型,學分數,上課地點,上課時間,選課方法,授課方法,課程連結,課程概述,選課狀況-名額,選課狀況-選上人數,選課狀況-剩餘名額,選課狀況-已登記
2595,景觀學系,東海課程-景觀學系景觀資訊教育(楊浚昇/葉宛盈老師1132-2595) ,葉宛盈,選修課,0-2,ST019,"五/6,7",,,https://course.thu.edu.tw/view/113/2/2595,結合現今資訊科技及電腦軟體，教導學生學習影像資訊的蒐集及處理，並藉由相關影像軟體之學習，拍攝技巧教導，影像後製處理，影像合成，SketchUp等各方面教學，完整提升學生在影像處理及場景合成的整體能力，實質幫助學生在未來相關課程成果呈現上更具吸引力。, 60,40            ,20,
2596,景觀學系,東海課程-景觀學系測量學(魏朝政老師1132-2596) ,魏朝政,選修課,0-3,HT101,"四/2,3,4",,,https://course.thu.edu.tw/view/113/2/2596,"1.能夠正確界定基地界址、方位、地形及判讀測量圖。
2.學習測量基本理論及儀器操作，完成基地測量繪圖。
3.能夠將施工圖所有設施之位址，確實測設在現地上。本課程運用經緯儀、水準儀、平板儀等各類光學測量儀器，培養學生景觀測量的專業知識和技能，強化景觀設計專業在基地分析上的能力，以及在景觀工程施工上的專業執行力，達到景觀環境改造與施工控制的專業服務品質。", 70,56            ,14,
2597,景觀學系,東海課程-景觀學系景觀設計（二）(鄒君瑋/陳昭志/秦嘉遠/何立智/蔡炎奇/陳俞辰/謝宜庭老師1132-2597) ,蔡炎奇,必修課,0-4,LA109,"二/2,3,4,B,6,7,8,9",,,https://course.thu.edu.tw/view/113/2/2597,設計思考是二年級設計課程的核心，分為邏輯性思考與創造性思考，邏輯性思考的訓練是希望同學能夠建立自己作品的論述邏輯，創造性思考是希望同學培養水平思考的能力，具備多種視角與聯想力，前者重點在收斂思考後者為發散思考。此外有系統的觀察與分析環境是專業能力上的培養重點，此部分又分為環境系統分析與行為觀察兩部分，環境系統分析著重在環境實質構成元素動態變化過程的了解，及其對設計的影響，行為觀察則是了解空間如何被使用，呈現何種體驗。最後，經由設計思考所產生的概念落實在空間中則是最關鍵的能力。, 70,55            ,15,
2598,景觀學系,東海課程-景觀學系植栽設計(章錦瑜/鄒君瑋/林俊延老師1132-2598) ,鄒君瑋,必修課,2-2,LA109,"四/6,7,8,9",,,https://course.thu.edu.tw/view/113/2/2598,"一、課程目標 (Course Objectives) 
本課程為一學年之課程安排，課程目標以「植栽環境控制、植栽空間營造、 設計美學提升、生態永續管理概念」等四個面向做為主軸，並與目前國內外 植栽設計、植栽工程以及植栽維護管理趨勢相互結合。上學期主要以教授修課學生各類型空間及主題之植栽設計基本知識能力，以及小尺度空間至都市空間之植栽設計訓練，下學期延續上學期以教授修課學生各類型空間及主題之植栽設計基本知識能力訓練為主，並以快速設計方式進行綜合性較大尺度至自然地區應用之植栽設計訓練。

二、課程內涵 (Course Contents)
（一）以人與植栽的關係、自然與植栽關係、環境與植栽關係做為引導，透過相關單元內容之講授與案例解析，奠定植栽設計訓練之基礎能力。
（二）教授植栽設計表現法、植栽設計理論之落實，以及電腦軟體之應用學理。
（三）教授植栽工程相關之工法設計、施工及估價，及維護管理等專業能力之訓練。
（四）透過分組教學及評圖過程強化學生之植栽設計與溝通表達能力，並能更多元的學習各任課教師之專業能力。
（五）運用學習評量、校園參與式教學（植栽實習空間服務學習操作）以及校外教學參訪 等多種方式，驗證所學理論。", 70,55            ,15,
2599,景觀學系,東海課程-景觀學系營建材料及方法(秦嘉遠老師1132-2599) ,秦嘉遠,必修課,0-3,HT101,"三/2,3,4",,,https://course.thu.edu.tw/view/113/2/2599,"本課程透過系統式的介紹景觀工程主要獲常用的工程建造材料，讓學生既認識材料種類、性質、運用時機與限制，及與其他工事配合的條件與可譨替代的其他選項之比較，進而提高同學們對景觀工程細部設計、施工圖繪製、實際建造及竣工後續養護方面，都能得到一定的認識與融通。課程內涵
1.課堂課程：教授材料特性及常見材料使用形式及案例類型．
2.分組分享：除了基本知識分享，學生可藉由作業深度練習，並收集相關主題發掘問題共同討論
3.大樣圖說繪製：基本材料施工方式解說，並於課堂上繪製，實際練習當週議題
4.多元教學方式：除了課堂學習與練習以外，課程當中可能運用以下教學方式，以達到教學之目
的
（１）專題演講（２）戶外教學參觀（３）多媒體教學(4)縮小樣板實作練習
5.整合型課程，將設計案例進行實際剖析，練習繪製施工圖說
6.介紹”金屬“等單元式的構建，”噴灌“、“水景”、”燈光照明“為水電專業型單元，機會合適將聘請專家廠商，以專題演講方式進行補充。", 70,55            ,15,
2600,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2600,,,,,
2601,景觀學系,東海課程-景觀學系景觀設計（四）(鍾德頌/吳佩玲/陳建名/簡宏達/魏嘉滺老師1132-2601) ,魏嘉滺,必修課,0-4,LA109,"三/1,2,3,4,5,6,7,8",,,https://course.thu.edu.tw/view/113/2/2601,"本設計課 程採小班教學，以因應學生個人之特質發展，並針對每個設計作品給予個別的指導外，另外也進行團體的腦力激盪，師生彼此互相學習、共同成長外，並衝擊出更多 火花。本課程教學目的除培養學生於專業景觀設計之就業能力外，也著重就業力（employability）的培養，關注學生於景觀設計專業領域的長期生涯 發展，以提升本系畢業生的競爭力，強化個別學生的就業本質。本課程之教學目的還包括培養學生的溝通技巧、電腦技能、團隊工作協調能力、個人創造力激發、解 決問題的能力、時間管理、抗壓力、領導能力，以及學會學習（learning how to learn）等核心技能的發展。本課程內涵包括:
(一)培養務實的設計能力。
(二)提升設計作品符合機能、美感、原創與內涵。
(三)符合目前景觀業界對設計作品之現代化需求。
(四)強化各種電腦軟體於景觀設計之應用與熟練。
(五)培養學生於景觀設計之專業知識以及表現技法的提升。
(六)培養學生實際操作能力。
(七)培養學生對於環境之敏感度，適度地增加實際的體驗課程，如戶外教學。
(八)培養學生對環境永續經營之基本認識與專業設計能力。", 70,33            ,37,
2602,景觀學系,東海課程-景觀學系景觀資源調查分析(原友蘭老師1132-2602) ,原友蘭,必修課,0-3,LA109,"四/2,3,4",,,https://course.thu.edu.tw/view/113/2/2602,"景觀資源調查分析，為景觀專業人員最基本必備的專業能力，包括對自然和人文景觀資源的分類、調查、模擬、分析和評估。本課程主要目的為加強同學對於景觀資源調查分析實務之了解，協助戶外景觀調查實作之進行，並且加強學生在GIS技術之應用，使其活用已先修之GIS課程知識，具備資料統整與繪製圖說之基本能力。
景觀資源的模擬與分析是將景觀所見之事物轉譯為數字符碼，再建構為可解析之數值模型的過程。對於初學者由於缺乏經驗，僅能按表操作，在缺乏練習的狀況下，常知其然不知其所以然，有鑑於此，特別增開景觀資源調查分析實作，將採取共時授課雙師教學方式，以小組方式，給予實際問題，而加以討論，採用做中學，增加學生對景觀資源調查分析中的模擬與分析之數據解析能力。", 70,36            ,34,
2603,景觀學系,東海課程-景觀學系環境規劃與設計(黃章展/鄒君瑋/原友蘭/林笑天老師1132-2603) ,鄒君瑋,必修課,0-3,LA109,"五/2,3,4,5,6,7,8",,,https://course.thu.edu.tw/view/113/2/2603,"景觀設計五(上)課程內涵包含：
1.本課程定位在「環境規劃及設計」，第一學期從大尺度的主要計畫著手，第二學期接續主要計畫，進到中尺度的細部計畫，再進到小尺度的基地設計。
2.實際操作景觀規劃專案，以國家風景區整體規劃為例，學習規劃方法論及步驟。 
2.整合應用自然、人文、景觀、觀光遊憩資源、觀光遊憩市場的調查及分析的理論及技術於國家風景區規劃的案例。
3.熟悉環境適宜性分析、觀光發展功能分區分析之理論及方法。
4.培養團隊合作的精神及景觀專案的管理能力與方法。", 70,32            ,38,
2604,景觀學系,東海課程-景觀學系土地使用計畫與管制(邱瑩老師1132-2604) ,邱瑩,選修課,0-3,HT102,"一/6,7,8",,,https://course.thu.edu.tw/view/113/2/2604,"「土地使用計劃與管制」影響並塑造了都市、城鄉、聚落的環境及其整體的景觀型態，其受當代價值觀的趨勢潮流所影響，同時也牽涉利害關係人對於土地利用評估的優先順位，因而引導土地未來發展的樣態。身為空間領域的專業者，必須能在動態的社會變動中調和利害關係人之需求，同時守護公共利益。
本課程配合都市計畫技師考試認證資格，透過土地使用計劃之基礎觀念、操作架構、相關法規至未來管理層面，共分為四大主題，帶領學生由淺入深加以探討及思索。課程將配合課堂工作坊，藉由小組討論的腦力激盪與操作練習，讓學生思考規劃專業者應具備之技術與觀念。", 70,39            ,31,
2605,景觀學系,東海課程-景觀學系施工估價(陳昭志/秦嘉遠/曾宥榕老師1132-2605) ,陳昭志,選修課,0-3,HT101,"一/2,3,4",,,https://course.thu.edu.tw/view/113/2/2605,本課程在承襲景觀設計、景觀工程及營建材料三門課程的學習成果後，進一步了解推動景觀工程執行前的預算評估方法與基本觀念，並透過一些基本景觀工程單元的供料拆解過程與課堂實習操作，讓同學能夠在步入職場前，可以近距離領略工程估算的整體與細部觀念技術。, 70,52            ,18,
2606,景觀學系,東海課程-景觀學系畢業設計與專題(鍾德頌/黃章展/鄒君瑋/陳昭志/黃宜瑜/秦嘉遠/吳佩玲/何立智/陳建名/歐雙磐/原友蘭/李麗雪/簡宏達/陳華志/魏嘉滺/邱瑩老師1132-2606) ,鍾德頌,必修課,3-3,景觀系館,"四/1,2,3,4,5,6,7,8",,,https://course.thu.edu.tw/view/113/2/2606,"1.綜合1-4年級所有學習的知識技能與觀念，將所有學習的成果以一個案例基地的研究、規劃與設計做盡可能完整的呈現。
2.透過Case Study實操，解構最新「ASLA學生組/業界組」優秀得獎案例，鍛練學生如何進行有效的設計論述與成功的設計包裝。
3.透過解析「景觀大師」演講/專訪視頻、著作、所主持公司獲得之ASLA優秀得獎作品，洞悉最潮、最靚的國際景觀規劃設計趨勢。
4.本課程將在本學期14-15周的當中，配合中華民國景觀學會及國內8-10所景觀院校，於台北市松山菸廠文創園區，舉辦設計成果聯展並進行設計成果競賽(競圖)，同學的展覽及競賽表現成果，將納入本課程之最終考核當中。", 70,43            ,27,
2607,景觀學系,東海課程-景觀學系區域及都市計畫法規(姚靜婉老師1132-2607) ,姚靜婉,必修課,0-3,AG101,"三/2,3,4",,,https://course.thu.edu.tw/view/113/2/2607,"每一塊土地皆有其身份歸屬與環境條件，因而產生其對應之允許使用與管制，因此相關法規體系與規範內容的學習，是從事景觀專業之基礎。教學目標主要為：
1.瞭解基本的法學觀念及景觀專業人士執行業務的法律責任。
2.學習景觀專業執行中可能涉及之相關法規，透過法規體系、各法規規範內容及法規間之關聯性，及實務操作中之應用與解決方案，強化執業時之運用能力。
3.學習土地在開發利用上所受之管制、限制或管理工具，擴大規劃設計之思考面向。
4.學習透過從法令規範之角度思考與評斷，增加對事務評估之面向，及理性討論事情的習慣。", 70,48            ,22,
2608,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2608,,,,,
2609,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2609,,,,,
2610,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2610,,,,,
2611,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2611,,,,,
2612,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2612,,,,,
2613,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2613,,,,,
2614,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2614,,,,,
2615,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2615,,,,,
2616,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2616,,,,,
2617,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2617,,,,,
2618,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2618,,,,,
2619,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2619,,,,,
2620,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2620,,,,,
2621,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2621,,,,,
2622,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2622,,,,,
2623,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2623,,,,,
2624,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2624,,,,,
2625,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2625,,,,,
2626,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2626,,,,,
2627,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2627,,,,,
2628,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2628,,,,,
2629,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2629,,,,,
2630,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2630,,,,,
2631,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2631,,,,,
2632,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2632,,,,,
2633,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2633,,,,,
2634,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2634,,,,,
2635,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2635,,,,,
2636,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2636,,,,,
2637,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2637,,,,,
2638,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2638,,,,,
2639,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2639,,,,,
2640,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2640,,,,,
2641,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2641,,,,,
2642,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2642,,,,,
2643,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2643,,,,,
2644,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2644,,,,,
2645,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2645,,,,,
2646,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2646,,,,,
2647,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2647,,,,,
2648,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2648,,,,,
2649,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2649,,,,,
2650,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2650,,,,,
2651,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2651,,,,,
2652,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2652,,,,,
2653,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2653,,,,,
2654,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2654,,,,,
2655,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2655,,,,,
2656,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2656,,,,,
2657,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2657,,,,,
2658,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2658,,,,,
2659,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2659,,,,,
2660,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2660,,,,,
2661,法律學系,東海課程-法律學系憲法(范姜真媺老師1132-2661) ,范姜真媺,必修課,2-2,L112,"二/5,6",,,https://course.thu.edu.tw/view/113/2/2661,本課程之教學目標在於講授公法學與憲法學之基本概念，使學生了解憲法學研究之意義、目的與範圍，培養學生以近代憲法之角度思考人權保障與統治機構相關問題。, 70,66            ,4,
2662,法律學系,東海課程-法律學系民法總則(張凱鑫老師1132-2662) ,張凱鑫,必修課,3-3,L208,"四/2,3,4",,,https://course.thu.edu.tw/view/113/2/2662,民法總則為民法其餘各編通用之前提，因此課程中將著重於為同學建立民法概念體系外，以實務上重要裁判為對象，使同學理解法律規定的實際適用情形，再補充相關學說爭議，培養解析實例問題的能力。, 70,111            ,-41,
2663,法律學系,東海課程-法律學系刑法總則(劉芳伶老師1132-2663) ,劉芳伶,必修課,3-3,C113,"五/5,6,7",,,https://course.thu.edu.tw/view/113/2/2663,廣義的刑法係指「規範如何之行為構成犯罪而應對之科以如何之刑罰」之「所有的」法規範。其中又以名之為「刑法」之法典最為重要，此乃狹義的刑法。此外尚有陸海空軍刑法、貪污治罪條例、家庭暴力防治法、性侵害犯罪防制法、槍砲彈藥刀械管制條例、毒品危害防治條例等亦屬之；這些法規範相對於刑法法典(「普通刑法」或稱「一般刑法」)又稱為特別刑法。廣義的刑法所謂「如何之行為構成犯罪」，係以犯罪之成立要件為其內容，屬於刑法學之犯罪論的研究範疇，通說區分為三階段：「不法構成要件」「違法性」以及「有責性」，此三階段皆備犯罪即成立(狹義的成立要件)。而廣義的刑法所謂「應對之科以如何之刑罰」之部分，則係對犯罪行為(指人之行為具備上述之狹義的成立要件以及下述之廣義的成立要件者)所課之法效果，屬於刑法學之刑罰論的研究範疇。但是否可罰(法效果能否實現)，尚須判斷是否具備客觀處罰條件(可罰性條件，或稱廣義的成立要件)以及時效等之訴追條件。刑法學係以廣義的刑法為研究的對象，可分為立法學暨解釋學兩種角度來研究。立法學的角度係就「應依據如何的根據而形成如何之具體的刑法規範」或對「既已形成之規範內容是否妥適又應否作增修改廢」作理論性的考察。解釋學的角度係就「既已形成之刑法規範內容應如何理解適用方為妥適」作理論性的考察。另又刑法學的研究體系上可區分為「刑法學總論」以及「刑法學各論」兩大學門。總論係就各種犯罪作全般性且抽象性的考察，以研究構成犯罪之一般性成立要件暨其法效果為內容。而我國刑法法典第一篇總則的規定係此中最為基本且重要之研究素材。而各論係以總論為前提，就個別犯罪作類型性的考察，以研究個別犯罪之固有性成立要件暨其法效果為內容。而我國刑法法典第二篇分則之規定為此中最為基本且重要之研究素材。本課程擬從刑法學的視野，採解釋學的角度但偶有穿插立法論，來講授我國刑法法典第一篇總則之學說理論與實務適用。, 70,78            ,-8,
2664,法律學系,東海課程-法律學系憲法(林宇軒老師1132-2664) ,林宇軒,必修課,2-2,L112,"三/3,4",,,https://course.thu.edu.tw/view/113/2/2664,"1.認識憲法在整體法律體系中之地位與重要性.
2.了解憲法的主要架構與重點.
3.深入了解民主國原則與法治國原則之內涵.
4.憲法訴訟之理論與實務
5.民主與專制體制對人民生活之區別.
6.各項基本人權之意義與相關重要憲法法庭憲法解釋.", 70,94            ,-24,
2665,法律學系,東海課程-法律學系民法總則(胡心蘭老師1132-2665) ,胡心蘭,必修課,3-3,L208,"四/6,7,8",,,https://course.thu.edu.tw/view/113/2/2665,以授課老師講學為主，帶領學生了解我國民法制度之內涵、理論基礎、與各法律名詞之涵義與應用。使學生能充分了解我國民法基本觀念與原理原則，培養學生基礎法學素養及獨立思考能力。, 70,84            ,-14,
2666,法律學系,東海課程-法律學系刑法總則(張麗卿老師1132-2666) ,張麗卿,必修課,3-3,波錠廳,"一/2,3,4",,,https://course.thu.edu.tw/view/113/2/2666,刑法的理論極為抽象，讓初習刑法之人覺得深奧與混亂，讓人無所循從，因此本課程以連貫及活潑之教學方法，將學生引導至理解刑法及喜愛刑法之學習效果。課程中並輔以圖表呈現及案例解說之方式，教導學生學習刑法的目的及培養獨立思辨之能力，讓學生能夠從中獲得學習的樂趣與不錯的效果刑法，分為刑法總則及刑法分則，刑法總則是刑法分則之通論，也是學好整部刑法的關鍵，因此在學習刑法之初，刑法總則即成為必須先通盤認識之課程。刑法總則之內容包含有罪刑法定原則、犯罪論及行為之理論、構成要件、違法性、罪責、錯誤、正犯與共犯、未遂犯、過失犯、不作為犯、競合論、刑罰論及保安處分等。, 120,99            ,21,
2667,法律學系,東海課程-法律學系行政法(蕭淑芬老師1132-2667) ,蕭淑芬,必修課,3-3,AG204,"三/5,6,7",,,https://course.thu.edu.tw/view/113/2/2667,本課程之授課範圍為「行政法總論」，講述行政法各領域之學理與實務發展狀況，以做為修習「行政救濟法」之準備。, 70,65            ,5,
2668,法律學系,東海課程-法律學系刑法分則(伍開遠老師1132-2668) ,伍開遠,必修課,2-2,L112,"四/7,8",,,https://course.thu.edu.tw/view/113/2/2668,"本課程修課人數，限額110人。

本課程之目標與內容，係在研究刑法分則所規定各個犯罪行為立法上保護之法益，以及刑法分則中犯罪行為之類型、結構與要件。刑法分則規範侵犯個人、社會與國家在法律上之利益，應受刑事制裁之行為。本課程將依序探討侵害個人法益之犯罪、侵害社會法益之犯罪與侵害國家法益之犯罪。", 110,109            ,1,
2669,法律學系,東海課程-法律學系民法債編總論(魏伶娟老師1132-2669) ,魏伶娟,必修課,3-3,L208,"一/6,7,8",,,https://course.thu.edu.tw/view/113/2/2669,民法債編總論乃民事財產法體系之重要環節。細究其規範內容所涉之事項，實與吾人日常生活有相當密切之關聯。惟作為債法通則，不僅條文之數量頗豐，且觸及了諸多抽象的基礎觀念，故有必要就法條之設計目的、要件內涵等，仔細的進行闡述，始得真正理解條文及其所串聯起的各制度間，究具有何種功能與意義。而本學期課程作為上學期課程之延續，在修習學生對債法已有一定認識之基石上，將持續引介其他於民法債編總論所規範之事項。另一方面，有鑑於學界與實務界長期以來，非僅針對傳統之重要法律議題進行討論，同時更配合社會變遷而致力於概念的創新與突破，因此本課程除介紹學說理論外，仍將補充大量實務見解來進行對照，力求結合多元面向，以培養修習學生能獨立思考、並進一步批判分析法律問題之能力。, 70,78            ,-8,
2670,法律學系,東海課程-法律學系民法物權(李君韜老師1132-2670) ,李君韜,必修課,2-2,波錠廳,"四/3,4",,,https://course.thu.edu.tw/view/113/2/2670,物權為民法的第三編，以財產的歸屬為規範內容，其主要處理的問題是：某物屬何人所有、所有權人如何取得其物、如何將物讓與他人、如何為他人之利益在所有物上設定負擔。物權法在現行法律體系中具有關鍵地位，是憲法財產權保障的具體落實。物權法領域中最為核心的區分，當屬所有權與占有、所有權與定限物權的區分。物權法課程即以上述區分作為基礎，分為基本概念、所有權、所有權的保障、所有權的取得與喪失、擔保物權、用益物權、占有等部分。本課程分為上下學期，以課堂講授為主要進行方式，除以現有重要民法物權教科書為主要參考書目外，將蒐集近年來實務上的重要案例於課堂上解說，使修課同學能掌握實務發展之趨勢，培養解答物權法實例問題之能力。, 70,96            ,-26,
2671,法律學系,東海課程-法律學系民法繼承(郭　蒂老師1132-2671) ,郭　蒂,必修課,0-2,L208,"一/1,2",,,https://course.thu.edu.tw/view/113/2/2671,"1、人為群居之動物，本質地、自然地結合以互助共存、生殖繁衍、資源取得和分配等。身分係指個人在社會上的現狀及地位；身分關係係指個人基於父母子女、夫妻、親屬、家庭、監護等而發生之法益。
2、本課程以民法親屬編(967-1137條)之沿革與發展為介紹主體。釐清基本概念如:親屬之定義與其發生、親系親等與輩分、婚約之定義及要件與效果、婚姻之定義及要件與效果、婚姻之普通效力與夫妻財產制之變革、離婚及離婚原因與效果、父母子女之定義及種類、親權之行使及負擔、未成年人之監護、扶養權義、家等法律關係。
3.宏觀了解相關特別法，例如：聯合國一九六六年公民與政治權利國際公約及經濟社會文化權利國際公約、臺灣地區人民與大陸地區人民關係條例、人工生殖法、司法院釋字第七四八號解釋施行法、兒童與少年福利法、身心障礙者權益保護法、老人福利法、家庭暴力防治法等規定。微觀了解相關大法官會議釋字例如:釋字147、242、362、365、372、410、452、502、587、620、647、748等。再如相關憲法法庭之判決: 舉如:111年憲判字第4號【原住民與非原住民結婚所生子女之原住民身分案】、111年憲判字第8號【改定親權事件暫時處分案】、112年憲判字第1號【祭祀公業派下員資格案（二）】、112年憲判字第4號【限制唯一有責配偶請求裁判離婚案】等。
4、親屬與婚姻及父母子女關係，本質上與生存權、人格權、平等權、財產權、人性尊嚴、幸福追求、社會交易安全等法益有關。面對社會發展中有關家庭、婚姻、親密結合、人格獨立與自主等多元價值觀。本課程透過對親屬法之法理及其基本概念的學習與理解，引導反思相關問題意識，進而思考其修法之方向，以維護個人權益、家庭、社會秩序等法益。", 85,63            ,22,
